"","column_label","p","label","split"
"CHEMBL1042:D002544","1",0.00344659551297456,0,3
"CHEMBL1042:D002769","1",0.00064799451177693,0,4
"CHEMBL1042:D003556","1",0.00105036022328517,0,5
"CHEMBL1042:D003922","1",0.189615408807434,0,1
"CHEMBL1042:D004485","1",0.0228376248516143,0,2
"CHEMBL1042:D005348","1",0.00410745809987281,0,3
"CHEMBL1042:D005901","1",0.000742890226887897,0,4
"CHEMBL1042:D006177","1",0.000790759406440184,0,5
"CHEMBL1042:D006471","1",0.0032421225565048,0,1
"CHEMBL1042:D006937","1",0.00536632831499145,0,2
"CHEMBL1042:D007037","1",0.102063110815432,0,3
"CHEMBL1042:D007766","1",0.00436017047053804,0,4
"CHEMBL1042:D008175","1",0.000657051080271121,1,5
"CHEMBL1042:D008286","1",0.0149776188160446,0,1
"CHEMBL1042:D009260","1",0.00513349719831947,0,2
"CHEMBL1042:D009771","1",0.000896325414801905,0,3
"CHEMBL1042:D010031","1",0.000913614839796905,0,4
"CHEMBL1042:D010538","1",0.000884128490200634,0,5
"CHEMBL1042:D011111","1",0.00681788765108033,0,1
"CHEMBL1042:D011565","1",0.0133197268163934,1,2
"CHEMBL1042:D012163","1",0.000896808547327317,0,3
"CHEMBL1042:D012852","1",0.114895865301384,0,4
"CHEMBL1042:D013118","1",0.0011848530679013,0,5
"CHEMBL1042:D013345","1",0.000940620178132211,0,1
"CHEMBL1042:D013964","1",0.00092100127818699,0,2
"CHEMBL1042:D014581","1",0.00259877180163802,0,3
"CHEMBL1042:D015155","1",0.00105684417943652,0,4
"CHEMBL1042:D016491","1",0.00334675352687546,0,5
"CHEMBL1042:D019966","1",0.0044572622029249,0,1
"CHEMBL1042:D050197","1",0.00125849346443425,0,2
"CHEMBL1043:D000075224","1",0.00437223579454105,0,3
"CHEMBL1043:D000647","1",0.00102076257619994,0,4
"CHEMBL1043:D002546","1",0.00342913573058368,0,5
"CHEMBL1043:D003680","1",0.00370487297456553,0,1
"CHEMBL1043:D006327","1",0.0010861681541262,0,2
"CHEMBL1043:D008268","1",0.0455371443358273,0,3
"CHEMBL1043:D009798","1",0.000737523475114032,0,4
"CHEMBL1043:D011030","1",0.00102242187860871,0,5
"CHEMBL1043:D013771","1",0.000952483081376762,0,1
"CHEMBL1043:D051436","1",0.114948221573029,0,2
"CHEMBL1046:D001943","1",0.00438538412407063,0,3
"CHEMBL1046:D006177","1",0.00430652281017953,0,4
"CHEMBL1046:D008010","1",0.00375336129464839,0,5
"CHEMBL1046:D011030","1",0.00442199960059259,0,1
"CHEMBL1046:D012878","1",0.00364350174388064,0,2
"CHEMBL1046:D014717","1",0.00381421112884196,0,3
"CHEMBL105:D000083242","1",0.00111943272387151,0,4
"CHEMBL105:D000437","1",0.0011539020955258,0,5
"CHEMBL105:D001008","1",0.000706344776592689,0,1
"CHEMBL105:D001749","1",0.00100234268633048,1,2
"CHEMBL105:D002481","1",0.00325629494500665,0,3
"CHEMBL105:D003093","1",0.000457509200006144,0,4
"CHEMBL105:D003680","1",0.00465363584442521,0,5
"CHEMBL105:D004415","1",0.00361775788595135,0,1
"CHEMBL105:D005348","1",0.00384973612558252,0,2
"CHEMBL105:D006177","1",0.0125859243090742,0,3
"CHEMBL105:D006547","1",0.00117990145192453,0,4
"CHEMBL105:D007319","1",0.000745643472053877,0,5
"CHEMBL105:D008113","1",0.000786972781335168,0,1
"CHEMBL105:D009260","1",0.00396475313949366,0,2
"CHEMBL105:D010001","1",0.00476807368005088,0,3
"CHEMBL105:D010437","1",0.000686422013498438,0,4
"CHEMBL105:D011030","1",0.000886214948311938,0,5
"CHEMBL105:D012005","1",0.0150268588299905,0,1
"CHEMBL105:D012852","1",0.00103431850011701,0,2
"CHEMBL105:D013276","1",0.000814469046120054,0,3
"CHEMBL105:D014012","1",0.00111398543886987,0,4
"CHEMBL105:D015179","1",0.000748561393028118,1,5
"CHEMBL105:D018798","1",0.000983815728886075,0,1
"CHEMBL105:D051436","1",0.00138284589322343,0,2
"CHEMBL1051:D000152","1",0.000888465255181034,0,3
"CHEMBL1051:D000647","1",0.0302025187819291,0,4
"CHEMBL1051:D001172","1",0.000649098111104997,0,5
"CHEMBL1051:D001943","1",0.00511816762109793,0,1
"CHEMBL1051:D002446","1",0.00123861808860897,0,2
"CHEMBL1051:D003093","1",0.000559003175254198,0,3
"CHEMBL1051:D003680","1",0.00656896509225218,0,4
"CHEMBL1051:D004715","1",0.00105911159084854,0,5
"CHEMBL1051:D005756","1",0.000881913451072068,0,1
"CHEMBL1051:D006177","1",0.00119712763032276,0,2
"CHEMBL1051:D006548","1",0.00112836790550722,0,3
"CHEMBL1051:D007762","1",0.0045594607152231,0,4
"CHEMBL1051:D008113","1",0.000764841188084568,0,5
"CHEMBL1051:D008545","1",0.00627402553910546,0,1
"CHEMBL1051:D010001","1",0.00411856958765002,0,2
"CHEMBL1051:D010538","1",0.0509926807783808,0,3
"CHEMBL1051:D011111","1",0.0046317494944336,0,4
"CHEMBL1051:D011565","1",0.00127585924572189,0,5
"CHEMBL1051:D012852","1",0.0161378959611233,0,1
"CHEMBL1051:D013276","1",0.000740312282515436,0,2
"CHEMBL1051:D014060","1",0.0058532015550695,0,3
"CHEMBL1051:D015179","1",0.00213782906390246,0,4
"CHEMBL1051:D018798","1",0.000763044659359717,0,5
"CHEMBL1051:D055623","1",0.00387685523265788,0,1
"CHEMBL1054:D000505","1",0.0214356163792877,0,2
"CHEMBL1054:D003424","1",0.00091350919540642,0,3
"CHEMBL1054:D005705","1",0.00123003576306876,0,4
"CHEMBL1054:D008010","1",0.000954937015748634,0,5
"CHEMBL1054:D010001","1",0.122213419344418,0,1
"CHEMBL1054:D011111","1",0.00391138101150887,0,2
"CHEMBL1054:D012626","1",0.00182987208914218,0,3
"CHEMBL1054:D014060","1",0.00480538500594824,0,4
"CHEMBL1054:D019966","1",0.0042251813656563,0,5
"CHEMBL1055:D000647","1",0.13225510823582,0,1
"CHEMBL1055:D001943","1",0.00258668537572572,0,2
"CHEMBL1055:D003731","1",0.00112685496025494,0,3
"CHEMBL1055:D006429","1",0.00705228242114317,0,4
"CHEMBL1055:D008010","1",0.00326892067435046,0,5
"CHEMBL1055:D009260","1",0.00437836879411343,0,1
"CHEMBL1055:D010024","1",0.0036051883724498,0,2
"CHEMBL1055:D011030","1",0.0248246405324975,0,3
"CHEMBL1055:D012393","1",0.000917008543522518,0,4
"CHEMBL1055:D013345","1",0.00118684105055809,0,5
"CHEMBL1055:D014029","1",0.00126508454396653,0,1
"CHEMBL1055:D017098","1",0.000718339928310064,0,2
"CHEMBL1059:D000380","1",0.00354002425408008,0,3
"CHEMBL1059:D002761","1",0.000722579911065375,0,4
"CHEMBL1059:D004381","1",0.00100036015332932,0,5
"CHEMBL1059:D006177","1",0.00119621465647875,0,1
"CHEMBL1059:D007951","1",0.0028620409284372,0,2
"CHEMBL1059:D009260","1",0.00540577703459728,0,3
"CHEMBL1059:D010437","1",0.00110696380272191,0,4
"CHEMBL1059:D011030","1",0.00100692605872565,0,5
"CHEMBL1059:D012005","1",0.000821079327172533,0,1
"CHEMBL106:D000067877","1",0.00116742058710793,0,2
"CHEMBL106:D000544","1",0.000961445212769733,0,3
"CHEMBL106:D000856","1",0.00103508345538938,0,4
"CHEMBL106:D001249","1",0.000895656057769462,0,5
"CHEMBL106:D002349","1",0.00119214343732192,0,1
"CHEMBL106:D003324","1",0.005276123124616,0,2
"CHEMBL106:D004485","1",0.000891481922633917,0,3
"CHEMBL106:D005901","1",0.0631181377331637,0,4
"CHEMBL106:D006973","1",0.00137968308206649,0,5
"CHEMBL106:D007319","1",0.114365973283629,0,1
"CHEMBL106:D007951","1",0.00355227162772982,0,2
"CHEMBL106:D008545","1",0.00096058730923662,0,3
"CHEMBL106:D009765","1",0.00100715603315147,0,4
"CHEMBL106:D010300","1",0.00102968694214609,0,5
"CHEMBL106:D011537","1",0.00347374489836007,0,1
"CHEMBL106:D013118","1",0.00114336482200341,0,2
"CHEMBL106:D013964","1",0.0010770946860273,0,3
"CHEMBL106:D015228","1",0.000789272515373817,0,4
"CHEMBL106:D016883","1",0.00106517790425936,0,5
"CHEMBL106:D055623","1",0.0010565841600083,0,1
"CHEMBL1064:D000230","1",0.00120676261161685,0,2
"CHEMBL1064:D000647","1",0.198750679917498,0,3
"CHEMBL1064:D002761","1",0.113561724019241,0,4
"CHEMBL1064:D003680","1",0.00922610692076207,0,5
"CHEMBL1064:D005705","1",0.0192884483752707,0,1
"CHEMBL1064:D006547","1",0.000877561130278302,0,2
"CHEMBL1064:D008113","1",0.00538882828447124,0,3
"CHEMBL1064:D009443","1",0.00524877295272511,0,4
"CHEMBL1064:D010538","1",0.01726164657656,0,5
"CHEMBL1064:D011111","1",0.00552601027306904,0,1
"CHEMBL1064:D012005","1",0.000476477717698903,0,2
"CHEMBL1064:D013575","1",0.00793327455187998,0,3
"CHEMBL1064:D014060","1",0.00488007553705766,0,4
"CHEMBL1064:D017098","1",0.00407416204610991,0,5
"CHEMBL1064:D055623","1",0.000779570144737705,0,1
"CHEMBL1067:D000380","1",0.00325017075379735,0,2
"CHEMBL1067:D002761","1",0.000702454432767558,0,3
"CHEMBL1067:D004381","1",0.001274541784697,0,4
"CHEMBL1067:D006177","1",0.00110032409447516,0,5
"CHEMBL1067:D007951","1",0.00353079864322805,0,1
"CHEMBL1067:D009260","1",0.00502834983377316,0,2
"CHEMBL1067:D010437","1",0.00117607902693683,0,3
"CHEMBL1067:D011030","1",0.00114852097896409,0,4
"CHEMBL1067:D012005","1",0.000727314691218801,0,5
"CHEMBL1068:D000076385","1",0.00067274290016227,0,1
"CHEMBL1068:D001749","1",0.00114913892104474,0,2
"CHEMBL1068:D003248","1",0.00107279710593914,0,3
"CHEMBL1068:D005705","1",0.00107886398797288,0,4
"CHEMBL1068:D006547","1",0.00108639874005318,0,5
"CHEMBL1068:D008113","1",0.00102053498351369,0,1
"CHEMBL1068:D010001","1",0.00106174037000851,0,2
"CHEMBL1068:D010689","1",0.0043542802419841,0,3
"CHEMBL1068:D011470","1",0.00112651613819527,0,4
"CHEMBL1068:D012878","1",0.00389850787497001,0,5
"CHEMBL1069:D000505","1",0.0180539296057693,0,1
"CHEMBL1069:D002764","1",0.00184963062670455,0,2
"CHEMBL1069:D005348","1",0.00418090835044846,0,3
"CHEMBL1069:D006547","1",0.00114014000086666,0,4
"CHEMBL1069:D009260","1",0.00456049659559243,0,5
"CHEMBL1069:D010996","1",0.00469275532867905,0,1
"CHEMBL1069:D011472","1",0.00371024343623174,0,2
"CHEMBL1069:D012878","1",0.00323765876891735,0,3
"CHEMBL1069:D014060","1",0.0054205390391786,0,4
"CHEMBL1069:D019966","1",0.00351196696129473,0,5
"CHEMBL107:D000647","1",0.000980560170245642,0,1
"CHEMBL107:D001714","1",0.145304386220838,0,2
"CHEMBL107:D003248","1",0.000976136544871229,0,3
"CHEMBL107:D005705","1",0.000805571305847352,0,4
"CHEMBL107:D006429","1",0.00459356496434864,0,5
"CHEMBL107:D008010","1",0.204322796894249,0,1
"CHEMBL107:D008881","1",0.141395975358126,0,2
"CHEMBL107:D009798","1",0.0196861924610741,0,3
"CHEMBL107:D010538","1",0.00098237590374254,0,4
"CHEMBL107:D011470","1",0.000750410010431455,0,5
"CHEMBL107:D012893","1",0.000935126296866571,0,1
"CHEMBL107:D013771","1",0.054664491200197,0,2
"CHEMBL107:D014717","1",0.000976811861277269,0,3
"CHEMBL1070:D000075224","1",0.00456408466755085,0,4
"CHEMBL1070:D000505","1",0.00410544871245177,0,5
"CHEMBL1070:D002543","1",0.00100745131515172,0,1
"CHEMBL1070:D003424","1",0.210724879542029,0,2
"CHEMBL1070:D006177","1",0.00103375058442991,0,3
"CHEMBL1070:D008113","1",0.000966645492623943,0,4
"CHEMBL1070:D009798","1",0.000925235336662646,0,5
"CHEMBL1070:D010996","1",0.00436758394772969,0,1
"CHEMBL1070:D012005","1",0.000999740508490879,0,2
"CHEMBL1070:D013575","1",0.00482705680825608,0,3
"CHEMBL1070:D014060","1",0.00567008295363935,0,4
"CHEMBL1071:D000075224","1",0.00434052847694613,0,5
"CHEMBL1071:D000505","1",0.00461044978689769,0,1
"CHEMBL1071:D002543","1",0.00082239518607348,0,2
"CHEMBL1071:D003424","1",0.211429618917938,0,3
"CHEMBL1071:D006177","1",0.000993679295627393,0,4
"CHEMBL1071:D008113","1",0.000973622138464712,0,5
"CHEMBL1071:D009798","1",0.000926022138989145,0,1
"CHEMBL1071:D010996","1",0.00403890262113724,0,2
"CHEMBL1071:D012005","1",0.00101230276920281,0,3
"CHEMBL1071:D013575","1",0.00461457488798459,0,4
"CHEMBL1071:D014060","1",0.00438204227469631,0,5
"CHEMBL1072:D000076385","1",0.00272848140893401,0,1
"CHEMBL1072:D001281","1",0.00077705780907236,0,2
"CHEMBL1072:D002543","1",0.00440906176387893,0,3
"CHEMBL1072:D005348","1",0.00408382630114573,0,4
"CHEMBL1072:D006547","1",0.000999462818053114,0,5
"CHEMBL1072:D008268","1",0.00295766089275136,0,1
"CHEMBL1072:D010001","1",0.10459722976337,0,2
"CHEMBL1072:D010996","1",0.00379054595906649,0,3
"CHEMBL1072:D011472","1",0.0038552247095425,0,4
"CHEMBL1072:D013345","1",0.0030071766730114,0,5
"CHEMBL1072:D014060","1",0.0048257063911325,0,1
"CHEMBL1072:D019966","1",0.00515787680269083,0,2
"CHEMBL1073:D000647","1",0.00257138815345621,0,3
"CHEMBL1073:D003248","1",0.00307896219772248,0,4
"CHEMBL1073:D005705","1",0.00612472620938879,0,5
"CHEMBL1073:D008010","1",0.00136351590557896,0,1
"CHEMBL1073:D009260","1",0.0038417390864032,0,2
"CHEMBL1073:D010689","1",0.00360753678035916,0,3
"CHEMBL1073:D011470","1",0.00587729774397349,0,4
"CHEMBL1073:D012626","1",0.00249685239426561,0,5
"CHEMBL1073:D014029","1",0.000672509256870753,0,1
"CHEMBL1075:D000380","1",0.0038301395514786,0,2
"CHEMBL1075:D001943","1",0.000923598464530011,0,3
"CHEMBL1075:D005705","1",0.000875422330433454,0,4
"CHEMBL1075:D008010","1",0.00112758408170897,0,5
"CHEMBL1075:D010001","1",0.000957337036517889,0,1
"CHEMBL1075:D011111","1",0.00356697417587281,0,2
"CHEMBL1075:D012393","1",0.00126420318854666,0,3
"CHEMBL1075:D017098","1",0.000983144774429838,0,4
"CHEMBL1077:D000505","1",0.00200032915321069,0,5
"CHEMBL1077:D002761","1",0.00713246603665434,0,1
"CHEMBL1077:D003680","1",0.00312535421363319,0,2
"CHEMBL1077:D005242","1",0.00356893360065841,0,3
"CHEMBL1077:D006177","1",0.000852239801070544,0,4
"CHEMBL1077:D006548","1",0.000735785759193643,0,5
"CHEMBL1077:D009260","1",0.00359062507548674,0,1
"CHEMBL1077:D010538","1",0.00101351572001136,0,2
"CHEMBL1077:D011111","1",0.00613334928819021,0,3
"CHEMBL1077:D012878","1",0.0030704748218204,0,4
"CHEMBL1077:D015179","1",0.0015011755377819,0,5
"CHEMBL1078261:D001281","1",0.00306588174098751,0,1
"CHEMBL1078261:D003731","1",0.00415155241028955,0,2
"CHEMBL1078261:D006429","1",0.00350494657230029,0,3
"CHEMBL1078261:D008881","1",0.00503023842464354,0,4
"CHEMBL1078261:D010689","1",0.00415253175093584,0,5
"CHEMBL1078261:D011470","1",0.0077468914697333,0,1
"CHEMBL1078261:D014060","1",0.00294869521033185,0,2
"CHEMBL1079604:D000076385","1",0.00105647148401951,0,3
"CHEMBL1079604:D001714","1",0.00115001546065121,0,4
"CHEMBL1079604:D005348","1",0.00381289038843727,0,5
"CHEMBL1079604:D007762","1",0.00383747262187881,0,1
"CHEMBL1079604:D009260","1",0.00531852161408732,0,2
"CHEMBL1079604:D010538","1",0.0011213812690779,0,3
"CHEMBL1079604:D012393","1",0.00120316061633751,0,4
"CHEMBL1079604:D013575","1",0.00312471033144466,0,5
"CHEMBL1079604:D015837","1",0.00387339299250478,0,1
"CHEMBL108:D000380","1",0.00327768237118693,0,2
"CHEMBL108:D001064","1",0.000740490270912981,0,3
"CHEMBL108:D001281","1",0.00141301871097,0,4
